id,matzavbriut,k_gova,k_mishkal,k_safaikarit,labour_force_participation,gilGroup,MeanIncomeGroup,hashavani,chipesshana,teudagvoha,k_shnlimklali,k_sug_mosad,m_eretz,mazav,mamadavoda,mekabelsachar,min,semelmishlach,safanosefetanglit,k_semelmiktzlim,incomeGroupUp,future_hour_income
9210001,VeryGood,164_160,69_65,Hebrew,TRUE,36-40,11576,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,AcademidColleges,Israel,Married,Employed,OtherSource,Female,AcademicPreffesionals,yes,Teachertrainingandeducationscience,TRUE,121.7680921
44310002,VeryGood,nan,nan,Hebrew,TRUE,26-30,5640,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Nevermarried,Employed,FromWorkingPlace,Male,AcademicPreffesionals,yes,business,TRUE,88.88888889
17700002,VeryGood,174_170,69_65,Hebrew,TRUE,36-40,25628,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,AcademidColleges,Israel,Married,Employed,FromWorkingPlace,Male,Managers,yes,business,FALSE,177.7777778
28030002,Good,164_160,59_55,Hebrew,TRUE,51-55,25628,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Israel,Widowed,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,nan,FALSE,119.047619
27610003,VeryGood,174_170,59_55,Hebrew,TRUE,22-25,7,Never,no,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Israel,Nevermarried,nan,nan,Male,nan,yes,nan,TRUE,20
30710003,NotsoGood,179_175,69_65,Hebrew,FALSE,22-25,7,Never,no,Secondaryschooldiploma?€“matriculationcertificate,13_15,AcademidColleges,Israel,Nevermarried,nan,nan,Male,nan,yes,Engineeringandarchitecture,FALSE,0
33970001,Good,nan,109_105,Russian,TRUE,46-50,25628,Rarely,nan,Post_secondaryschooldiploma_non_academictrack_,16andmore,nan,Euorope_America,Married,Employed,FromWorkingPlace,Male,Serviceandsalesworkers,no,nan,FALSE,81.25
43450002,Good,169_165,54_50,Hebrew,TRUE,26-30,11576,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Female,Clericalsupportworkers,yes,Socialsciences,FALSE,0
40580001,VeryGood,upto149,49_45,French,FALSE,31-35,7,Never,no,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Euorope_America,Married,nan,nan,Female,nan,yes,nan,TRUE,29.16666667
40910001,VeryGood,169_165,nan,Hebrew,FALSE,41-45,7,Never,no,Firstacademicdegree_BAorsimilardegree_,16andmore,nan,Euorope_America,Married,nan,nan,Female,nan,yes,Arts,FALSE,0
23780002,Good,nan,69_65,Arabic,TRUE,36-40,7777,Never,nan,Nodiplomaordegree,16andmore,nan,Israel,Married,SelfEmployed,nan,Male,AcademicPreffesionals,yes,nan,FALSE,35.46180556
12120001,Good,nan,nan,Hebrew,TRUE,41-45,1922,Sometimes,nan,Secondaryschooldiploma?€“matriculationcertificate,16andmore,nan,Israel,Married,Employed,FromWorkingPlace,Male,AcademicPreffesionals,yes,nan,FALSE,0
7250001,VeryGood,nan,94_90,Hebrew,TRUE,36-40,11576,YesUsually,nan,Post_secondaryschooldiploma_non_academictrack_,13_15,Univercities,Euorope_America,Divorced,Employed,FromWorkingPlace,Male,Techniciansandassociateprofessionals,yes,Science_mathematicsandcomputing,FALSE,0
25640005,Good,164_160,89_85,Hebrew,FALSE,26-30,7,YesUsually,nan,Secondaryschooldiploma?€“matriculationcertificate,16andmore,TeachingStudiCollege,Israel,Married,nan,nan,Female,nan,yes,Teachertrainingandeducationscience,FALSE,0
5870004,VeryGood,154_150,nan,Hebrew,TRUE,18-21,4039,nan,nan,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Nevermarried,Employed,nan,Female,nan,no,nan,FALSE,32.5
14990002,NotsoGood,164_160,nan,Arabic,FALSE,41-45,7,Never,no,Nodiplomaordegree,9_10,nan,Israel,Married,nan,nan,Female,nan,no,nan,FALSE,0
28830001,Good,nan,109_105,Hebrew,TRUE,46-50,25628,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,nan,Israel,Married,Employed,FromWorkingPlace,Male,Managers,yes,Science_mathematicsandcomputing,FALSE,431.2268519
10850001,VeryGood,164_160,74_70,Hebrew,TRUE,41-45,25628,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,nan,Israel,Married,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,nan,FALSE,112.5
48200002,NotGoodatAll,164_160,nan,Russian,FALSE,61-65,4039,YesUsually,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,13_15,nan,Euorope_America,Nevermarried,nan,nan,Female,nan,no,Engineeringandarchitecture,FALSE,0
26910002,VeryGood,164_160,64_60,Hebrew,TRUE,56-60,7777,Never,nan,Primaryschoolorintermediateschooldiploma,13_15,nan,Israel,Married,Employed,FromWorkingPlace,Female,Techniciansandassociateprofessionals,no,nan,FALSE,95
2550002,NotsoGood,164_160,94_90,Hebrew,FALSE,66-70,7,Sometimes,no,Nodiplomaordegree,9_10,nan,Israel,Married,nan,nan,Female,nan,no,nan,FALSE,0
9600001,Good,174_170,104_100,Hebrew,TRUE,36-40,25628,Never,nan,Primaryschoolorintermediateschooldiploma,13_15,nan,Israel,Married,Employed,FromWorkingPlace,Male,Building_metals_electricity_printingandsuchproffesionals,yes,nan,FALSE,60
20480001,Good,154_150,49_45,Hebrew,TRUE,26-30,5640,Never,nan,Firstacademicdegree_BAorsimilardegree_,13_15,Univercities,Israel,Married,nan,nan,Female,nan,yes,business,FALSE,0
33120004,VeryGood,154_150,49_45,Hebrew,TRUE,18-21,1922,nan,nan,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Nevermarried,Employed,FromOutsourcingCompany,Female,nan,no,nan,TRUE,25
33610002,Good,nan,nan,Yidish,FALSE,46-50,7,Rarely,no,Nodiplomaordegree,16andmore,nan,Euorope_America,Married,nan,nan,Male,nan,yes,nan,FALSE,0
24420002,Good,179_175,nan,Hebrew,TRUE,61-65,25628,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Africa,Married,Employed,FromWorkingPlace,Male,Managers,yes,Litrature_languagesandregionalstudies,FALSE,0
2740001,VeryGood,174_170,74_70,Hebrew,TRUE,61-65,7777,Never,nan,Primaryschoolorintermediateschooldiploma,13_15,nan,Israel,Married,Employed,FromWorkingPlace,Female,Skilledagricultural_forestryandfisheryworkers,yes,nan,FALSE,53.57142857
45300001,Good,169_165,59_55,Hebrew,TRUE,56-60,11576,Rarely,nan,Nodiplomaordegree,9_10,nan,Israel,Divorced,SelfEmployed,nan,Female,nan,no,nan,FALSE,29.16666667
26270001,NotsoGood,169_165,74_70,Arabic,TRUE,56-60,4039,YesUsually,nan,Nodiplomaordegree,9_10,nan,Israel,Divorced,Employed,FromWorkingPlace,Male,Building_metals_electricity_printingandsuchproffesionals,no,nan,FALSE,14.83333333
48420001,Good,154_150,69_65,Russian,FALSE,76-80,7,Never,no,Firstacademicdegree_BAorsimilardegree_,13_15,nan,Euorope_America,Widowed,nan,nan,Female,nan,no,Litrature_languagesandregionalstudies,FALSE,0
31740001,NotsoGood,nan,69_65,Arabic,FALSE,76-80,7,Rarely,no,nan,nan,nan,Asia,Widowed,nan,nan,Male,nan,no,nan,FALSE,0
36750002,VeryGood,154_150,74_70,Russian,TRUE,56-60,7777,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,13_15,nan,Euorope_America,Divorced,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,Litrature_languagesandregionalstudies,FALSE,0
9120002,VeryGood,169_165,59_55,Hebrew,FALSE,46-50,4039,Rarely,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Married,SelfEmployed,nan,Female,AcademicPreffesionals,yes,Socialsciences,FALSE,0
16590001,Good,174_170,74_70,Arabic,TRUE,36-40,4039,Sometimes,nan,Nodiplomaordegree,9_10,nan,Asia,Married,Employed,FromWorkingPlace,Male,nan,no,nan,FALSE,0
23400002,VeryGood,164_160,64_60,Hebrew,TRUE,22-25,4039,Rarely,nan,Post_secondaryschooldiploma_non_academictrack_,16andmore,nan,Israel,Married,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,nan,FALSE,41.66666667
18370001,Good,164_160,49_45,Hebrew,TRUE,31-35,25628,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Married,Employed,OtherSource,Female,AcademicPreffesionals,yes,nan,FALSE,37.5
1470002,NotGoodatAll,159_155,69_65,Hebrew,FALSE,76-80,7,Sometimes,no,Nodiplomaordegree,5_8,nan,Israel,Married,nan,nan,Female,nan,no,nan,FALSE,0
11340001,VeryGood,179_175,114_110,Hebrew,TRUE,41-45,11576,Never,nan,Post_secondaryschooldiploma_non_academictrack_,16andmore,nan,Israel,Married,Employed,FromWorkingPlace,Male,Techniciansandassociateprofessionals,yes,nan,FALSE,50
2840001,Good,nan,74_70,Hebrew,FALSE,76-80,7,Never,no,Secondaryschooldiploma?€“matriculationcertificate,13_15,nan,Euorope_America,Widowed,nan,nan,Female,nan,yes,nan,FALSE,0
6710002,VeryGood,nan,94_90,Hebrew,TRUE,36-40,11576,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,nan,Euorope_America,Married,SelfEmployed,nan,Male,AcademicPreffesionals,yes,Agriculture,TRUE,294.5454545
36510003,Good,nan,nan,Hebrew,TRUE,46-50,25628,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Israel,Married,Employed,FromWorkingPlace,Male,Managers,yes,nan,FALSE,0
36790002,Good,169_165,74_70,Russian,TRUE,51-55,7777,Rarely,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,nan,Euorope_America,Married,Employed,FromWorkingPlace,Female,Techniciansandassociateprofessionals,yes,Socialsciences,FALSE,50
23430001,VeryGood,164_160,64_60,Hebrew,TRUE,36-40,25628,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Male,AcademicPreffesionals,yes,Engineeringandarchitecture,FALSE,133.3333333
1160001,NotsoGood,159_155,69_65,Hebrew,FALSE,76-80,7,Never,no,Post_secondaryschooldiploma_non_academictrack_,5_8,nan,Euorope_America,Married,nan,nan,Female,nan,yes,nan,FALSE,0
30080001,VeryGood,169_165,74_70,Arabic,FALSE,46-50,7,Sometimes,no,Nodiplomaordegree,5_8,nan,Israel,Nevermarried,nan,nan,Female,nan,no,nan,FALSE,0
39280001,Good,169_165,nan,Russian,FALSE,76-80,7,Never,no,Firstacademicdegree_BAorsimilardegree_,16andmore,nan,Euorope_America,Widowed,nan,nan,Female,nan,no,nan,FALSE,0
27860002,VeryGood,nan,nan,Hebrew,FALSE,51-55,4039,YesUsually,nan,Primaryschoolorintermediateschooldiploma,16andmore,nan,Israel,Married,Employed,OtherSource,Male,Serviceandsalesworkers,no,nan,FALSE,26
29550002,VeryGood,174_170,nan,Arabic,FALSE,46-50,7,YesUsually,no,Nodiplomaordegree,9_10,nan,Israel,Married,nan,nan,Female,nan,no,nan,FALSE,0
21060001,Good,174_170,nan,Hebrew,TRUE,31-35,25628,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Male,Managers,yes,Socialsciences,FALSE,72.22222222
26430001,VeryGood,169_165,64_60,Hebrew,FALSE,56-60,11576,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Divorced,nan,nan,Female,nan,yes,Litrature_languagesandregionalstudies,FALSE,0
1860002,VeryGood,169_165,nan,Hebrew,TRUE,61-65,11576,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Married,Employed,OtherSource,Female,AcademicPreffesionals,yes,Engineeringandarchitecture,FALSE,94.44444444
7140002,VeryGood,174_170,nan,Hebrew,TRUE,56-60,7777,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,nan,Euorope_America,Married,Employed,FromWorkingPlace,Male,nan,no,nan,FALSE,54.39861111
39770002,Good,159_155,nan,Russian,FALSE,71-75,7,Never,no,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,nan,nan,Married,nan,nan,Female,nan,no,Arts,FALSE,0
37430001,VeryGood,179_175,94_90,Hebrew,TRUE,31-35,25628,Rarely,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Euorope_America,Married,nan,nan,Male,nan,yes,Science_mathematicsandcomputing,FALSE,125
47130001,NotGoodatAll,159_155,54_50,Russian,FALSE,76-80,7,YesUsually,no,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Euorope_America,Widowed,nan,nan,Female,nan,no,nan,FALSE,0
40810002,NotsoGood,154_150,69_65,Russian,TRUE,41-45,7,YesUsually,nan,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,nan,Married,Employed,FromWorkingPlace,Female,nan,no,nan,TRUE,25.98214286
21280004,VeryGood,169_165,59_55,Hebrew,FALSE,22-25,1922,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,nan,Israel,Nevermarried,nan,nan,Female,nan,yes,nan,TRUE,60.25
12540003,Good,169_165,59_55,Hebrew,TRUE,36-40,4039,Rarely,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Nevermarried,SelfEmployed,nan,Female,Managers,no,other,TRUE,69.92083333
35610002,VeryGood,164_160,89_85,Hebrew,TRUE,31-35,7777,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Euorope_America,Married,Employed,FromWorkingPlace,Female,Managers,no,Generalprogrammes,TRUE,57.15909091
22340005,Good,159_155,49_45,Hebrew,TRUE,18-21,1922,Never,nan,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Nevermarried,Employed,FromWorkingPlace,Female,Techniciansandassociateprofessionals,no,nan,TRUE,32.5
37940001,Good,174_170,94_90,Russian,TRUE,61-65,1922,Never,nan,Primaryschoolorintermediateschooldiploma,13_15,nan,Euorope_America,Widowed,SelfEmployed,nan,Female,nan,no,nan,FALSE,0
2850002,Good,164_160,59_55,Hebrew,TRUE,76-80,1922,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Euorope_America,Married,SelfEmployed,nan,Male,AcademicPreffesionals,yes,Generalprogrammes,FALSE,0
35440002,VeryGood,nan,nan,Hebrew,FALSE,22-25,7,Never,no,Primaryschoolorintermediateschooldiploma,13_15,nan,Israel,Married,nan,nan,Male,nan,no,nan,FALSE,0
4450001,Good,174_170,74_70,Hebrew,FALSE,66-70,7,Never,no,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Israel,Married,nan,nan,Male,nan,yes,nan,FALSE,0
36440002,VeryGood,164_160,74_70,Hebrew,TRUE,18-21,7777,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Israel,Married,nan,nan,Male,nan,yes,nan,FALSE,31.66666667
28810001,VeryGood,169_165,nan,Hebrew,FALSE,46-50,7777,Rarely,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,nan,Israel,Married,Employed,FromWorkingPlace,Female,Techniciansandassociateprofessionals,yes,nan,FALSE,45.77361111
48010001,VeryGood,nan,89_85,Russian,TRUE,56-60,4039,Never,nan,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Euorope_America,Divorced,Employed,FromWorkingPlace,Male,Serviceandsalesworkers,no,nan,TRUE,30.67982456
19610001,VeryGood,174_170,59_55,Hebrew,TRUE,31-35,11576,Sometimes,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,AcademidColleges,Israel,Married,Employed,FromWorkingPlace,Female,Techniciansandassociateprofessionals,yes,Socialsciences,FALSE,50
38930001,NotsoGood,169_165,99_95,Other,FALSE,56-60,7,Sometimes,no,Nodiplomaordegree,5_8,nan,Euorope_America,Widowed,nan,nan,Female,nan,no,nan,FALSE,0
8810002,VeryGood,179_175,120andmore,Hebrew,FALSE,22-25,7,Never,no,Primaryschoolorintermediateschooldiploma,16andmore,nan,Israel,Married,nan,nan,Male,nan,yes,nan,TRUE,0
46150001,Good,174_170,64_60,Hebrew,TRUE,26-30,11576,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Nevermarried,Employed,FromWorkingPlace,Male,AcademicPreffesionals,yes,Generalprogrammes,TRUE,119.7916667
35080002,VeryGood,164_160,nan,Hebrew,FALSE,22-25,1922,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Israel,Married,Employed,FromWorkingPlace,Female,Building_metals_electricity_printingandsuchproffesionals,yes,nan,FALSE,18.75
34950002,VeryGood,179_175,74_70,Hebrew,TRUE,26-30,7777,Rarely,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,AcademidColleges,Israel,Married,Employed,FromWorkingPlace,Male,Techniciansandassociateprofessionals,yes,business,FALSE,0
30010001,VeryGood,nan,99_95,Hebrew,TRUE,46-50,7777,Never,nan,Post_secondaryschooldiploma_non_academictrack_,16andmore,nan,Euorope_America,Married,SelfEmployed,nan,Male,Building_metals_electricity_printingandsuchproffesionals,no,nan,TRUE,41.66666667
23900001,Good,179_175,104_100,Hebrew,TRUE,31-35,1922,Rarely,yes,Secondaryschooldiploma?€“matriculationcertificate,16andmore,Univercities,Israel,Married,nan,nan,Male,nan,yes,Socialsciences,TRUE,0
36080005,Good,174_170,99_95,Russian,TRUE,46-50,7,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,nan,Euorope_America,Married,SelfEmployed,nan,Male,AcademicPreffesionals,yes,nan,TRUE,113.2020833
2150001,Good,nan,nan,Hebrew,FALSE,76-80,7,Never,no,Nodiplomaordegree,13_15,nan,Israel,Widowed,nan,nan,Male,nan,yes,nan,FALSE,0
49000001,NotsoGood,nan,nan,Russian,FALSE,76-80,7,Never,no,Nodiplomaordegree,9_10,nan,Euorope_America,Widowed,nan,nan,Female,nan,no,nan,FALSE,0
29340001,Good,169_165,nan,Arabic,TRUE,22-25,1922,YesUsually,nan,Nodiplomaordegree,5_8,nan,Israel,Nevermarried,Employed,FromWorkingPlace,Male,Building_metals_electricity_printingandsuchproffesionals,no,nan,TRUE,31.25
39970003,VeryGood,174_170,64_60,Hebrew,FALSE,36-40,7777,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,nan,Israel,Married,SelfEmployed,nan,Male,Techniciansandassociateprofessionals,yes,nan,TRUE,0
25260001,Good,179_175,nan,Hebrew,FALSE,61-65,7,Never,no,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Married,nan,nan,Male,nan,yes,Engineeringandarchitecture,FALSE,0
13010002,VeryGood,159_155,64_60,Arabic,TRUE,31-35,7,YesUsually,nan,nan,nan,nan,Israel,Married,nan,nan,Female,nan,no,nan,TRUE,26.98958333
21230003,VeryGood,upto149,nan,Hebrew,TRUE,56-60,1922,Never,nan,Nodiplomaordegree,9_10,nan,Israel,Married,Employed,OtherSource,Female,Serviceandsalesworkers,no,nan,FALSE,0
2090002,Good,169_165,74_70,Hebrew,FALSE,76-80,7,Never,no,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Married,nan,nan,Male,nan,yes,nan,FALSE,0
28090001,Good,174_170,89_85,Hebrew,TRUE,51-55,25628,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Female,Managers,yes,Socialsciences,FALSE,130.1875
39020001,Good,179_175,94_90,Russian,TRUE,51-55,25628,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,nan,Euorope_America,Married,Employed,FromWorkingPlace,Male,AcademicPreffesionals,yes,Engineeringandarchitecture,FALSE,58.13953488
810002,Good,174_170,nan,Hebrew,FALSE,71-75,7,Rarely,no,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Married,nan,nan,Female,nan,yes,nan,FALSE,0
3970002,Good,169_165,54_50,Hebrew,TRUE,31-35,4039,Never,nan,Firstacademicdegree_BAorsimilardegree_,13_15,AcademidColleges,Israel,Married,SelfEmployed,nan,Female,AcademicPreffesionals,yes,law,FALSE,0
9370002,Good,179_175,nan,Hebrew,FALSE,46-50,11576,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Female,Managers,yes,Socialsciences,FALSE,83.33333333
23210002,Good,179_175,104_100,Hebrew,TRUE,51-55,4039,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,OtherDiploma,Africa,Married,SelfEmployed,nan,Male,nan,yes,business,TRUE,0
13630001,VeryGood,nan,nan,Hebrew,FALSE,31-35,7,Never,no,Nodiplomaordegree,16andmore,nan,Israel,Married,nan,nan,Male,nan,no,nan,FALSE,0
6550001,Good,154_150,59_55,Hebrew,TRUE,51-55,11576,Sometimes,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,nan,Euorope_America,Divorced,Employed,FromWorkingPlace,Female,Clericalsupportworkers,yes,nan,FALSE,46.335
31550002,VeryGood,190andmore,74_70,Hebrew,TRUE,26-30,11576,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Male,AcademicPreffesionals,yes,Engineeringandarchitecture,TRUE,147.2222222
17750002,VeryGood,nan,120andmore,Hebrew,TRUE,36-40,4039,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Male,Clericalsupportworkers,yes,Generalprogrammes,TRUE,35.32608696
12350001,VeryGood,174_170,69_65,Hebrew,TRUE,36-40,5640,YesUsually,nan,Nodiplomaordegree,11_12,nan,Israel,Nevermarried,Employed,FromWorkingPlace,Female,Skilledagricultural_forestryandfisheryworkers,yes,nan,FALSE,1.25
15450002,Good,nan,99_95,Hebrew,TRUE,41-45,25628,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Male,Managers,yes,business,FALSE,236.5026042
1030001,Good,nan,89_85,Hebrew,TRUE,56-60,25628,Sometimes,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Nevermarried,Employed,FromWorkingPlace,Male,AcademicPreffesionals,yes,Engineeringandarchitecture,FALSE,180.2325581
28070001,NotsoGood,159_155,69_65,Hebrew,FALSE,51-55,7,YesUsually,no,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Married,nan,nan,Female,nan,no,nan,FALSE,0
38290004,Good,nan,109_105,Hebrew,TRUE,46-50,11576,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,nan,Euorope_America,Married,Employed,FromWorkingPlace,Male,Managers,no,Engineeringandarchitecture,FALSE,4.733472222
40630002,Good,179_175,89_85,Russian,TRUE,41-45,5640,YesUsually,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,nan,Euorope_America,Married,Employed,FromWorkingPlace,Male,Building_metals_electricity_printingandsuchproffesionals,no,Engineeringandarchitecture,FALSE,32.5
32100002,NotGoodatAll,164_160,69_65,Hebrew,FALSE,66-70,7,Sometimes,no,Post_secondaryschooldiploma_non_academictrack_,16andmore,nan,Africa,Married,nan,nan,Female,nan,no,nan,FALSE,0
33010002,Good,164_160,54_50,Hebrew,TRUE,18-21,4039,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Israel,Nevermarried,Employed,FromWorkingPlace,Female,Clericalsupportworkers,yes,nan,FALSE,0
11700002,NotsoGood,nan,nan,Hebrew,FALSE,46-50,7,nan,nan,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Married,nan,nan,Male,nan,no,nan,TRUE,0
16650002,Good,169_165,54_50,Arabic,FALSE,26-30,7,Sometimes,no,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Israel,Married,nan,nan,Female,nan,no,nan,FALSE,14.38988095
15710001,VeryGood,nan,nan,Hebrew,TRUE,46-50,25628,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Male,Managers,yes,Engineeringandarchitecture,FALSE,183.6032407
6730002,VeryGood,174_170,104_100,Hebrew,TRUE,51-55,7,Rarely,nan,Thirdacademicdegree_Ph_D_orsimilardegree_,16andmore,nan,Euorope_America,Married,Employed,FromWorkingPlace,Male,Managers,yes,Engineeringandarchitecture,TRUE,106.3829787
45170001,Good,164_160,nan,Hebrew,FALSE,56-60,1922,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,nan,Israel,Nevermarried,SelfEmployed,nan,Female,Managers,yes,nan,FALSE,0
40080001,NotsoGood,164_160,109_105,Russian,TRUE,51-55,5640,nan,nan,Primaryschoolorintermediateschooldiploma,13_15,nan,Euorope_America,Widowed,Employed,FromWorkingPlace,Female,Serviceandsalesworkers,no,nan,FALSE,42.76315789
34980002,VeryGood,190andmore,nan,Arabic,FALSE,26-30,7,Sometimes,no,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Married,nan,nan,Male,nan,no,nan,TRUE,23.75
25310001,NotsoGood,nan,74_70,Arabic,FALSE,61-65,7,Sometimes,no,Nodiplomaordegree,0_5_4,nan,Israel,Widowed,nan,nan,Female,nan,no,nan,FALSE,0
49770003,VeryGood,169_165,69_65,Hebrew,FALSE,26-30,4039,Sometimes,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,nan,Israel,Nevermarried,Employed,FromOutsourcingCompany,Female,Serviceandsalesworkers,no,nan,FALSE,0
11360001,VeryGood,nan,64_60,Hebrew,TRUE,41-45,5640,Never,nan,Primaryschoolorintermediateschooldiploma,13_15,nan,Israel,Nevermarried,Employed,FromWorkingPlace,Male,Clericalsupportworkers,yes,nan,TRUE,43.33333333
18260001,VeryGood,nan,54_50,Arabic,FALSE,31-35,7,YesUsually,nan,nan,nan,nan,Israel,Married,nan,nan,Female,nan,no,nan,FALSE,0
8350001,VeryGood,169_165,nan,Hebrew,FALSE,31-35,7777,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,AcademidColleges,Israel,Married,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,law,TRUE,84.78989899
2070002,Good,164_160,64_60,Hebrew,FALSE,61-65,7,Never,no,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Married,nan,nan,Female,nan,yes,Teachertrainingandeducationscience,FALSE,0
7500001,nan,nan,nan,Hebrew,TRUE,51-55,7,nan,nan,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Euorope_America,Married,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,nan,TRUE,137.1310764
23870001,VeryGood,169_165,nan,Arabic,FALSE,36-40,5640,YesUsually,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,nan,Israel,Married,Employed,FromWorkingPlace,Male,nan,yes,nan,FALSE,23.57083333
30630001,Good,174_170,74_70,Arabic,FALSE,26-30,5640,Rarely,nan,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Israel,Married,Employed,FromWorkingPlace,Male,nan,yes,nan,TRUE,46.875
13510001,Good,179_175,120andmore,Hebrew,TRUE,61-65,1922,Never,nan,Primaryschoolorintermediateschooldiploma,13_15,nan,Africa,Married,Employed,FromOutsourcingCompany,Male,nan,yes,nan,TRUE,39.60694444
