id,matzavbriut,k_gova,k_mishkal,k_safaikarit,labour_force_participation,gilGroup,MeanIncomeGroup,hashavani,chipesshana,teudagvoha,k_shnlimklali,k_sug_mosad,m_eretz,mazav,mamadavoda,mekabelsachar,min,semelmishlach,safanosefetanglit,k_semelmiktzlim,incomeGroupUp,future_hour_income
5320002,VeryGood,164_160,nan,Hebrew,TRUE,61-65,11576,Never,nan,Post_secondaryschooldiploma_non_academictrack_,16andmore,nan,Euorope_America,Married,Employed,FromWorkingPlace,Male,AcademicPreffesionals,no,nan,FALSE,0
43450001,VeryGood,174_170,64_60,Hebrew,TRUE,36-40,25628,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Male,Managers,yes,Engineeringandarchitecture,FALSE,127.7777778
15430001,Good,179_175,nan,Hebrew,FALSE,41-45,1922,Sometimes,nan,Nodiplomaordegree,16andmore,nan,Israel,Married,nan,nan,Male,nan,no,nan,FALSE,25.975
40460003,VeryGood,nan,54_50,Hebrew,TRUE,18-21,1922,nan,nan,nan,nan,nan,Africa,Nevermarried,Employed,FromWorkingPlace,Male,Serviceandsalesworkers,no,nan,FALSE,0
40010003,NotsoGood,159_155,nan,Russian,FALSE,76-80,7,Never,no,Nodiplomaordegree,9_10,nan,Euorope_America,Widowed,nan,nan,Female,nan,no,nan,FALSE,0
12560001,VeryGood,164_160,64_60,Hebrew,TRUE,36-40,11576,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Female,Techniciansandassociateprofessionals,yes,Socialsciences,FALSE,81.25
17100002,Good,164_160,74_70,Hebrew,FALSE,31-35,7,nan,no,Nodiplomaordegree,16andmore,nan,Israel,Married,nan,nan,Male,nan,no,nan,FALSE,0
36530001,NotsoGood,190andmore,nan,Arabic,TRUE,26-30,1922,Never,nan,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Married,nan,nan,Male,nan,no,nan,FALSE,0
36250004,VeryGood,169_165,64_60,Hebrew,TRUE,41-45,25628,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,AcademidColleges,Israel,Married,SelfEmployed,nan,Male,AcademicPreffesionals,yes,business,FALSE,111.1111111
28260001,VeryGood,164_160,99_95,Yidish,TRUE,51-55,7777,Never,nan,Nodiplomaordegree,16andmore,nan,Israel,Married,Employed,FromWorkingPlace,Male,Managers,no,nan,TRUE,65
46880002,VeryGood,nan,64_60,Hebrew,TRUE,26-30,7,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,Univercities,Israel,Nevermarried,Employed,FromWorkingPlace,Male,Clericalsupportworkers,yes,law,TRUE,61.11111111
36730001,Good,174_170,nan,Hebrew,TRUE,66-70,7777,Rarely,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,nan,Euorope_America,Married,Employed,FromWorkingPlace,Male,nan,yes,Engineeringandarchitecture,FALSE,41.25
5650001,Good,169_165,nan,Hebrew,TRUE,46-50,1922,YesUsually,nan,Primaryschoolorintermediateschooldiploma,13_15,nan,Euorope_America,Divorced,Employed,FromWorkingPlace,Female,Serviceandsalesworkers,yes,nan,FALSE,29.35
41570001,NotsoGood,nan,104_100,Hebrew,FALSE,76-80,7,Never,no,Primaryschoolorintermediateschooldiploma,13_15,nan,Euorope_America,Widowed,nan,nan,Male,nan,no,nan,FALSE,0
39900002,Good,164_160,59_55,Russian,TRUE,46-50,4039,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,13_15,nan,Euorope_America,Widowed,Employed,FromWorkingPlace,Female,Serviceandsalesworkers,no,other,FALSE,26.31578947
5180001,VeryGood,159_155,54_50,English,FALSE,71-75,7,Never,no,nan,11_12,nan,Euorope_America,Married,nan,nan,Female,nan,no,nan,FALSE,0
7370002,VeryGood,nan,74_70,Hebrew,TRUE,,7,nan,nan,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Nevermarried,Employed,FromWorkingPlace,Male,Clericalsupportworkers,yes,nan,FALSE,0
24950002,NotsoGood,164_160,74_70,Hebrew,FALSE,66-70,7,Never,no,nan,nan,nan,Asia,Married,nan,nan,Female,nan,no,nan,FALSE,0
13560002,VeryGood,169_165,69_65,Hebrew,TRUE,26-30,7,Never,no,Post_secondaryschooldiploma_non_academictrack_,16andmore,nan,Israel,Married,nan,nan,Male,nan,no,nan,TRUE,25
36950001,VeryGood,164_160,nan,Hebrew,TRUE,56-60,1922,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,nan,Euorope_America,Married,Employed,FromWorkingPlace,Female,Clericalsupportworkers,yes,Engineeringandarchitecture,FALSE,26.98958333
17120002,Good,nan,109_105,Hebrew,TRUE,36-40,7777,YesUsually,nan,Primaryschoolorintermediateschooldiploma,13_15,nan,Israel,Married,Employed,FromWorkingPlace,Male,Managers,yes,nan,FALSE,51.48333333
33370001,NotsoGood,164_160,74_70,Russian,FALSE,61-65,1922,YesUsually,nan,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Euorope_America,Married,Employed,FromWorkingPlace,Female,nan,no,nan,FALSE,31.25
23640002,VeryGood,179_175,nan,Hebrew,TRUE,31-35,5640,Rarely,nan,Primaryschoolorintermediateschooldiploma,16andmore,nan,Israel,Married,Employed,FromWorkingPlace,Male,Techniciansandassociateprofessionals,no,nan,TRUE,66.75315657
4640001,Good,174_170,64_60,Hebrew,TRUE,41-45,5640,Sometimes,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,nan,Euorope_America,Married,Employed,FromWorkingPlace,Female,Techniciansandassociateprofessionals,yes,nan,FALSE,40.78947368
42430001,Good,174_170,nan,Hebrew,TRUE,41-45,11576,Rarely,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Euorope_America,Married,Employed,FromWorkingPlace,Male,AcademicPreffesionals,yes,business,FALSE,62.07083333
36890002,Good,174_170,64_60,Hebrew,TRUE,51-55,7777,Sometimes,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,nan,Euorope_America,Married,Employed,FromWorkingPlace,Male,AcademicPreffesionals,no,other,FALSE,41.66666667
20001,Good,179_175,nan,Hebrew,FALSE,46-50,7,Never,no,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Israel,Nevermarried,nan,nan,Male,nan,yes,nan,FALSE,0
6130003,NotsoGood,174_170,59_55,Hebrew,FALSE,36-40,7,Rarely,no,Primaryschoolorintermediateschooldiploma,13_15,nan,Israel,Married,nan,nan,Female,nan,no,nan,TRUE,29.93819444
26320004,VeryGood,169_165,nan,Hebrew,TRUE,51-55,7,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Divorced,Employed,FromWorkingPlace,Female,Managers,yes,other,TRUE,159.5427083
27840003,VeryGood,164_160,54_50,Arabic,FALSE,31-35,7,Never,no,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Nevermarried,nan,nan,Female,nan,no,nan,FALSE,0
25970001,Good,154_150,64_60,Hebrew,TRUE,56-60,7777,Sometimes,nan,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Israel,Divorced,Employed,OtherSource,Female,Serviceandsalesworkers,yes,nan,TRUE,63.95348837
36440001,VeryGood,164_160,49_45,Hebrew,FALSE,22-25,7,Never,yes,Secondaryschooldiploma?€“matriculationcertificate,16andmore,TeachingStudiCollege,Israel,Married,nan,nan,Female,nan,no,other,TRUE,6.944444444
17860004,VeryGood,164_160,64_60,Hebrew,FALSE,18-21,7,nan,no,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Israel,Nevermarried,nan,nan,Female,nan,yes,nan,FALSE,0
39020002,VeryGood,164_160,64_60,Russian,TRUE,46-50,1922,Sometimes,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,nan,Euorope_America,Married,Employed,OtherSource,Female,AcademicPreffesionals,no,Arts,TRUE,50
14840001,Good,174_170,nan,Hebrew,FALSE,46-50,11576,Never,nan,Post_secondaryschooldiploma_non_academictrack_,11_12,nan,Israel,Married,Employed,FromWorkingPlace,Male,Serviceandsalesworkers,yes,nan,FALSE,36.94029851
3390001,NotGoodatAll,174_170,99_95,Hebrew,FALSE,61-65,1922,Sometimes,nan,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Israel,Married,nan,nan,Male,nan,yes,nan,FALSE,0
40390001,Good,154_150,54_50,Russian,FALSE,46-50,1922,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Euorope_America,Divorced,Employed,FromWorkingPlace,Female,Serviceandsalesworkers,no,nan,TRUE,31.11111111
11010001,NotsoGood,164_160,64_60,Hebrew,FALSE,71-75,7,YesUsually,no,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Asia,Widowed,nan,nan,Female,nan,yes,nan,FALSE,0
6030001,VeryGood,169_165,nan,Hebrew,TRUE,41-45,11576,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Euorope_America,Married,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,nan,FALSE,78.07894737
31550001,VeryGood,169_165,59_55,Hebrew,FALSE,22-25,7,Never,no,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Euorope_America,Married,nan,nan,Female,nan,yes,Engineeringandarchitecture,TRUE,118.4210526
25030002,Good,nan,89_85,Hebrew,TRUE,61-65,11576,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Euorope_America,Married,Employed,FromWorkingPlace,Male,AcademicPreffesionals,yes,law,TRUE,242.553225
3430004,VeryGood,164_160,49_45,Hebrew,TRUE,22-25,1922,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,Univercities,Israel,Nevermarried,Employed,FromWorkingPlace,Female,Serviceandsalesworkers,yes,Science_mathematicsandcomputing,FALSE,0
2220005,Good,164_160,74_70,Hebrew,FALSE,76-80,7,Never,no,nan,nan,nan,Asia,Widowed,nan,nan,Male,nan,no,nan,FALSE,0
43910002,VeryGood,174_170,69_65,Hebrew,TRUE,41-45,11576,Never,nan,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Israel,Nevermarried,SelfEmployed,nan,Male,AcademicPreffesionals,yes,nan,FALSE,55.55555556
6600002,VeryGood,179_175,nan,Hebrew,TRUE,41-45,25628,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Male,AcademicPreffesionals,yes,law,FALSE,0
27530002,VeryGood,169_165,74_70,Arabic,FALSE,51-55,7,Never,no,Nodiplomaordegree,5_8,nan,Israel,Married,nan,nan,Female,nan,no,nan,FALSE,0
13550002,Good,164_160,nan,Arabic,TRUE,26-30,7,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,TeachingStudiCollege,Israel,Married,nan,nan,Female,nan,yes,Teachertrainingandeducationscience,TRUE,46.875
12570001,VeryGood,174_170,nan,Hebrew,TRUE,36-40,7777,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,TeachingStudiCollege,Israel,Married,Employed,OtherSource,Female,AcademicPreffesionals,yes,Teachertrainingandeducationscience,FALSE,71.42857143
34350002,Good,179_175,89_85,Russian,TRUE,41-45,11576,YesUsually,nan,Nodiplomaordegree,16andmore,nan,Euorope_America,Married,Employed,FromWorkingPlace,Male,Techniciansandassociateprofessionals,yes,nan,FALSE,61.11111111
35280002,Good,164_160,74_70,Hebrew,FALSE,56-60,7777,Rarely,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,nan,Israel,Married,Employed,FromWorkingPlace,Female,Clericalsupportworkers,yes,nan,FALSE,0
300002,Good,174_170,64_60,Hebrew,TRUE,41-45,11576,Never,nan,Post_secondaryschooldiploma_non_academictrack_,11_12,nan,Israel,Married,Employed,FromWorkingPlace,Female,Clericalsupportworkers,yes,nan,FALSE,63.95348837
49300001,VeryGood,169_165,nan,Russian,FALSE,22-25,5640,Sometimes,nan,Primaryschoolorintermediateschooldiploma,11_12,nan,Euorope_America,Nevermarried,Employed,FromWorkingPlace,Male,Building_metals_electricity_printingandsuchproffesionals,no,nan,TRUE,28.86388889
8710005,VeryGood,174_170,64_60,Hebrew,TRUE,36-40,7,Sometimes,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Nevermarried,SelfEmployed,nan,Female,AcademicPreffesionals,yes,law,TRUE,146.5020833
20360001,VeryGood,169_165,54_50,Hebrew,TRUE,31-35,7777,nan,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,TeachingStudiCollege,Israel,Married,Employed,OtherSource,Female,AcademicPreffesionals,yes,Teachertrainingandeducationscience,TRUE,68.45238095
4510001,Good,174_170,89_85,English,TRUE,56-60,25628,Rarely,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,nan,Euorope_America,Married,SelfEmployed,nan,Male,AcademicPreffesionals,no,Litrature_languagesandregionalstudies,FALSE,122.7272727
29350001,Good,164_160,nan,Arabic,FALSE,46-50,7,Never,nan,Post_secondaryschooldiploma_non_academictrack_,11_12,nan,Israel,Married,nan,nan,Female,nan,yes,nan,FALSE,0
4180001,VeryGood,169_165,nan,Hebrew,TRUE,61-65,11576,Sometimes,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Euorope_America,Married,SelfEmployed,nan,Female,AcademicPreffesionals,yes,nan,FALSE,125
40880001,NotsoGood,nan,nan,Other,FALSE,22-25,7,Rarely,no,Nodiplomaordegree,0_5_4,nan,Asia,Married,nan,nan,Female,nan,no,nan,FALSE,0
9010003,VeryGood,179_175,74_70,Hebrew,TRUE,18-21,1922,nan,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,nan,Israel,Nevermarried,Employed,FromWorkingPlace,Male,Building_metals_electricity_printingandsuchproffesionals,yes,nan,FALSE,12.41666667
1660002,Good,159_155,54_50,Hebrew,FALSE,76-80,7,Rarely,no,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Married,nan,nan,Female,nan,yes,Arts,FALSE,0
47490002,NotsoGood,169_165,nan,Hebrew,FALSE,66-70,7,Never,no,Nodiplomaordegree,5_8,nan,Asia,Widowed,nan,nan,Male,nan,no,nan,FALSE,0
25210001,Good,169_165,104_100,Arabic,TRUE,61-65,4039,Sometimes,nan,Nodiplomaordegree,5_8,nan,Israel,Widowed,Employed,FromWorkingPlace,Female,Serviceandsalesworkers,no,nan,FALSE,0
23530001,VeryGood,174_170,69_65,Hebrew,TRUE,31-35,11576,Never,nan,Primaryschoolorintermediateschooldiploma,13_15,nan,Israel,Married,Employed,FromWorkingPlace,Male,nan,yes,nan,TRUE,111.1111111
41270001,NotsoGood,164_160,59_55,Hebrew,FALSE,76-80,7,YesUsually,no,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Israel,Divorced,nan,nan,Male,nan,no,nan,FALSE,0
3940001,Good,164_160,nan,Hebrew,FALSE,61-65,7,Never,no,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Israel,Married,nan,nan,Female,nan,yes,nan,FALSE,0
30240001,VeryGood,174_170,89_85,Hebrew,TRUE,46-50,11576,Rarely,nan,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Euorope_America,Married,Employed,FromWorkingPlace,Male,Managers,yes,nan,TRUE,94.64
40030003,NotsoGood,159_155,nan,Russian,TRUE,46-50,4039,YesUsually,nan,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Euorope_America,Divorced,Employed,FromWorkingPlace,Female,Serviceandsalesworkers,no,nan,FALSE,25.625
1490001,NotsoGood,164_160,64_60,Hebrew,FALSE,76-80,7,Sometimes,no,Primaryschoolorintermediateschooldiploma,5_8,nan,Euorope_America,Married,nan,nan,Male,nan,no,nan,FALSE,0
26230003,NotsoGood,nan,94_90,Arabic,TRUE,51-55,1922,YesUsually,nan,Nodiplomaordegree,16andmore,nan,Israel,Married,Employed,FromWorkingPlace,Male,Serviceandsalesworkers,no,nan,FALSE,0
41940002,NotsoGood,174_170,69_65,Hebrew,FALSE,71-75,7,Never,no,Primaryschoolorintermediateschooldiploma,11_12,nan,Euorope_America,Married,nan,nan,Male,nan,no,nan,FALSE,0
34740001,Good,154_150,59_55,Other,FALSE,31-35,7,Never,no,Thirdacademicdegree_Ph_D_orsimilardegree_,16andmore,nan,Euorope_America,Married,nan,nan,Female,nan,no,law,FALSE,0
40780001,VeryGood,159_155,64_60,Russian,FALSE,41-45,7,YesUsually,no,Firstacademicdegree_BAorsimilardegree_,16andmore,nan,Euorope_America,Married,nan,nan,Female,nan,no,law,FALSE,0
21620001,VeryGood,nan,94_90,Hebrew,TRUE,26-30,4039,Sometimes,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,nan,Israel,Married,Employed,FromWorkingPlace,Male,Clericalsupportworkers,no,nan,FALSE,19.64285714
2460002,VeryGood,nan,94_90,Hebrew,TRUE,56-60,4039,Sometimes,nan,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Divorced,nan,nan,Male,nan,no,nan,FALSE,0
9800002,VeryGood,nan,94_90,Hebrew,TRUE,46-50,5640,nan,nan,Post_secondaryschooldiploma_non_academictrack_,16andmore,nan,Israel,Married,Employed,FromWorkingPlace,Male,Building_metals_electricity_printingandsuchproffesionals,no,nan,FALSE,30.55555556
4150001,VeryGood,169_165,54_50,Hebrew,FALSE,36-40,5640,YesUsually,nan,Post_secondaryschooldiploma_non_academictrack_,16andmore,nan,Israel,Married,nan,nan,Female,nan,yes,nan,TRUE,101.6395349
31400002,VeryGood,179_175,nan,Hebrew,TRUE,26-30,11576,YesUsually,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,AcademidColleges,Israel,Married,Employed,FromWorkingPlace,Male,Techniciansandassociateprofessionals,yes,nan,TRUE,95.83333333
28490002,VeryGood,164_160,74_70,Hebrew,TRUE,46-50,25628,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Female,Managers,yes,nan,FALSE,158.3055556
26410002,VeryGood,159_155,69_65,Hebrew,FALSE,51-55,7,Never,no,Post_secondaryschooldiploma_non_academictrack_,11_12,nan,Israel,Married,nan,nan,Female,nan,no,nan,FALSE,0
19620001,VeryGood,179_175,nan,Hebrew,TRUE,31-35,7,Never,nan,Firstacademicdegree_BAorsimilardegree_,13_15,Univercities,Israel,Married,Employed,FromWorkingPlace,Male,Clericalsupportworkers,yes,Socialsciences,TRUE,66.66666667
22280001,VeryGood,159_155,54_50,Hebrew,TRUE,22-25,4039,Never,nan,Firstacademicdegree_BAorsimilardegree_,13_15,AcademidColleges,Israel,Married,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,business,FALSE,30.196875
37500001,VeryGood,169_165,69_65,Russian,FALSE,31-35,5640,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Euorope_America,Married,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,nan,TRUE,64.06666667
12620001,VeryGood,169_165,74_70,Hebrew,TRUE,36-40,5640,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,Teachertrainingandeducationscience,TRUE,117.1875
10280001,Good,179_175,nan,Hebrew,TRUE,41-45,5640,Sometimes,nan,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Married,Employed,OtherSource,Male,nan,no,nan,TRUE,0
45180001,Good,159_155,64_60,Hebrew,TRUE,56-60,11576,YesUsually,nan,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Israel,Divorced,Employed,FromWorkingPlace,Female,Techniciansandassociateprofessionals,yes,nan,FALSE,42.5
34480002,Good,169_165,64_60,Russian,TRUE,36-40,25628,Never,nan,Thirdacademicdegree_Ph_D_orsimilardegree_,16andmore,Univercities,Euorope_America,Married,nan,nan,Male,nan,yes,Engineeringandarchitecture,FALSE,230.7106481
13500001,Good,179_175,99_95,Hebrew,TRUE,56-60,25628,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Male,Managers,yes,Socialsciences,FALSE,0
1060001,Good,174_170,89_85,Hebrew,FALSE,61-65,11576,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Married,Employed,OtherSource,Male,AcademicPreffesionals,yes,Generalprogrammes,FALSE,88.88888889
5240002,Good,154_150,59_55,Hebrew,TRUE,66-70,4039,Never,nan,Post_secondaryschooldiploma_non_academictrack_,16andmore,nan,Euorope_America,Married,Employed,FromWorkingPlace,Female,Techniciansandassociateprofessionals,no,nan,FALSE,31.25
2350001,NotGoodatAll,nan,99_95,Hebrew,FALSE,76-80,7,YesUsually,no,Nodiplomaordegree,0_5_4,nan,Euorope_America,Married,nan,nan,Male,nan,no,nan,FALSE,0
33840002,Good,174_170,74_70,Russian,TRUE,41-45,25628,YesUsually,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Euorope_America,Married,Employed,FromWorkingPlace,Male,AcademicPreffesionals,no,Engineeringandarchitecture,FALSE,142.3421296
38260003,Good,154_150,59_55,Hebrew,TRUE,36-40,5640,YesUsually,nan,Secondaryschooldiploma?€“matriculationcertificate,16andmore,Univercities,Euorope_America,Divorced,Employed,FromWorkingPlace,Female,Clericalsupportworkers,yes,Socialsciences,FALSE,36.11111111
23970002,VeryGood,159_155,59_55,Hebrew,TRUE,26-30,7777,Rarely,nan,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Married,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,nan,FALSE,44.89285714
3340002,Good,169_165,nan,Hebrew,FALSE,66-70,7,Never,no,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Israel,Married,nan,nan,Female,nan,yes,nan,FALSE,0
7070001,VeryGood,164_160,59_55,Hebrew,TRUE,36-40,4039,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Euorope_America,Married,Employed,FromWorkingPlace,Female,nan,yes,nan,FALSE,33.125
23070002,VeryGood,nan,59_55,Yidish,FALSE,18-21,1922,Never,nan,Primaryschoolorintermediateschooldiploma,13_15,nan,Israel,Married,nan,nan,Female,nan,no,nan,FALSE,32.04261364
39760001,NotsoGood,159_155,94_90,Russian,FALSE,66-70,7,Rarely,no,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Euorope_America,Married,nan,nan,Female,nan,no,nan,FALSE,0
15930002,Good,nan,nan,Arabic,FALSE,36-40,7,Never,no,Primaryschoolorintermediateschooldiploma,11_12,nan,Israel,Married,nan,nan,Female,nan,no,nan,FALSE,0
40440002,NotsoGood,nan,54_50,Other,FALSE,36-40,7,Never,no,nan,nan,nan,Africa,Married,nan,nan,Female,nan,no,nan,TRUE,23.33333333
4820002,VeryGood,169_165,59_55,Hebrew,TRUE,26-30,7,Never,yes,Firstacademicdegree_BAorsimilardegree_,13_15,AcademidColleges,Israel,Married,nan,nan,Female,nan,yes,Socialsciences,TRUE,52.38095238
9220003,VeryGood,164_160,54_50,Hebrew,TRUE,18-21,7,nan,no,Secondaryschooldiploma?€“matriculationcertificate,11_12,nan,Euorope_America,Nevermarried,nan,nan,Female,nan,yes,nan,FALSE,0
21360001,VeryGood,169_165,59_55,Hebrew,FALSE,26-30,7,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,TeachingStudiCollege,Israel,Married,Employed,OtherSource,Female,AcademicPreffesionals,yes,Teachertrainingandeducationscience,TRUE,71.42857143
21060002,VeryGood,164_160,54_50,Hebrew,TRUE,31-35,7777,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,nan,FALSE,55.55555556
29430002,VeryGood,nan,nan,Hebrew,TRUE,46-50,25628,Rarely,nan,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Israel,Married,Employed,FromWorkingPlace,Male,AcademicPreffesionals,yes,nan,FALSE,83.33333333
42220001,VeryGood,179_175,119_115,Hebrew,TRUE,56-60,25628,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Euorope_America,Divorced,Employed,FromWorkingPlace,Male,AcademicPreffesionals,no,Socialsciences,FALSE,275
24340001,NotsoGood,169_165,nan,Arabic,FALSE,71-75,7,Never,no,Nodiplomaordegree,0_5_4,nan,Asia,Married,nan,nan,Female,nan,no,nan,FALSE,0
44070001,Good,nan,nan,Hebrew,TRUE,36-40,7,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,Univercities,Israel,Nevermarried,Employed,FromWorkingPlace,Male,nan,yes,Engineeringandarchitecture,FALSE,0
26640002,VeryGood,179_175,89_85,Hebrew,FALSE,51-55,11576,Never,nan,Post_secondaryschooldiploma_non_academictrack_,16andmore,nan,Israel,Married,Employed,FromWorkingPlace,Female,Managers,yes,nan,FALSE,56.25
24050001,Good,159_155,49_45,Hebrew,TRUE,56-60,11576,Sometimes,nan,Primaryschoolorintermediateschooldiploma,11_12,nan,Euorope_America,Married,Employed,FromWorkingPlace,Female,Clericalsupportworkers,yes,nan,FALSE,105
4230001,NotsoGood,nan,nan,Hebrew,FALSE,76-80,7,Sometimes,no,Nodiplomaordegree,5_8,nan,Euorope_America,Widowed,nan,nan,Male,nan,no,nan,FALSE,0
820001,NotsoGood,179_175,74_70,Hebrew,FALSE,76-80,7,Never,no,Nodiplomaordegree,5_8,nan,Israel,Married,nan,nan,Female,nan,yes,nan,FALSE,0
20260001,VeryGood,164_160,nan,Arabic,FALSE,22-25,7,Sometimes,no,Secondaryschooldiploma?€“matriculationcertificate,13_15,Univercities,Israel,Married,nan,nan,Female,nan,yes,Litrature_languagesandregionalstudies,TRUE,57.275
3050001,Good,154_150,54_50,Hebrew,FALSE,76-80,7,Rarely,no,Firstacademicdegree_BAorsimilardegree_,16andmore,nan,Asia,Widowed,nan,nan,Female,nan,no,other,FALSE,0
28880001,VeryGood,174_170,74_70,Hebrew,TRUE,51-55,25628,Never,nan,Secondacademicdegree_MAorsimilardegree_incl_medicaldoctor_,16andmore,TeachingStudiCollege,Israel,Married,Employed,OtherSource,Male,Managers,yes,Teachertrainingandeducationscience,FALSE,105.5555556
12380002,VeryGood,179_175,69_65,Hebrew,TRUE,36-40,1922,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,TeachingStudiCollege,Israel,Married,Employed,FromWorkingPlace,Female,Serviceandsalesworkers,yes,Generalprogrammes,TRUE,44.44444444
32860003,VeryGood,159_155,74_70,Arabic,TRUE,51-55,5640,YesUsually,nan,Post_secondaryschooldiploma_non_academictrack_,13_15,nan,Israel,Married,Employed,FromWorkingPlace,Female,AcademicPreffesionals,yes,nan,FALSE,32.85714286
3410002,VeryGood,169_165,69_65,Hebrew,TRUE,61-65,25628,Never,nan,Firstacademicdegree_BAorsimilardegree_,16andmore,Univercities,Israel,Married,Employed,FromWorkingPlace,Male,Clericalsupportworkers,no,business,FALSE,125
7850002,Good,169_165,120andmore,Arabic,FALSE,76-80,7,Never,no,nan,nan,nan,Israel,Married,nan,nan,Male,nan,no,nan,FALSE,0
26230005,VeryGood,159_155,54_50,Arabic,TRUE,26-30,1922,Never,nan,Secondaryschooldiploma?€“matriculationcertificate,13_15,nan,Israel,Nevermarried,nan,nan,Female,nan,no,nan,TRUE,25
39130001,Good,159_155,64_60,Russian,FALSE,76-80,7,Never,no,Post_secondaryschooldiploma_non_academictrack_,9_10,nan,Euorope_America,Widowed,nan,nan,Female,nan,no,nan,FALSE,0
